Item,Package,Title,Rows,Cols,n_binary,n_character,n_factor,n_logical,n_numeric,CSV,Doc
lbw,COUNT,lbw,189,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/lbw.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/lbw.html
lbwgrp,COUNT,lbwgrp,6,7,5,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/lbwgrp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/lbwgrp.html
loomis,COUNT,loomis,410,11,8,0,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/loomis.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/loomis.html
mdvis,COUNT,mdvis,2227,13,8,0,0,0,13,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/mdvis.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/mdvis.html
medpar,COUNT,medpar,1495,10,7,1,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/medpar.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/medpar.html
nuts,COUNT,nuts,52,8,0,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/nuts.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/nuts.html
rwm,COUNT,rwm,27326,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/rwm.html
rwm1984,COUNT,rwm1984,3874,15,9,0,0,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm1984.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/rwm1984.html
rwm5yr,COUNT,rwm5yr,19609,17,9,0,0,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm5yr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/rwm5yr.html
ships,COUNT,ships,40,7,4,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/ships.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/ships.html
smoking,COUNT,smoking,6,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/smoking.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/smoking.html
titanic,COUNT,titanic,1316,4,3,0,4,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/titanic.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/titanic.html
titanicgrp,COUNT,titanicgrp,12,5,2,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/titanicgrp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/COUNT/titanicgrp.html
ACF1,DAAG,Aberrant Crypt Foci in Rat Colons,22,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ACF1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/ACF1.html
ais,DAAG,Australian athletes data set,202,13,1,0,2,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ais.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/ais.html
allbacks,DAAG,Measurements on a Selection of Books,15,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/allbacks.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/allbacks.html
anesthetic,DAAG,Anesthetic Effectiveness,30,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/anesthetic.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/anesthetic.html
ant111b,DAAG,"Averages by block of corn yields, for treatment 111 only",32,9,0,0,2,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ant111b.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/ant111b.html
antigua,DAAG,Averages by block of yields for the Antigua Corn data,288,7,0,0,3,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/antigua.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/antigua.html
appletaste,DAAG,Tasting experiment that compared four apple varieties,60,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/appletaste.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/appletaste.html
aulatlong,DAAG,Latitudes and longitudes for ten Australian cities,10,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/aulatlong.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/aulatlong.html
austpop,DAAG,Population figures for Australian States and Territories,9,10,0,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/austpop.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/austpop.html
biomass,DAAG,Biomass Data,153,8,0,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/biomass.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/biomass.html
bomregions,DAAG,"Australian and Related Historical Annual Climate Data, by region",109,22,0,0,0,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bomregions.html
bomregions2011,DAAG,"Australian and Related Historical Annual Climate Data, by region",112,22,0,0,0,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions2011.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bomregions2011.html
bomregions2012,DAAG,"Australian and Related Historical Annual Climate Data, by region",113,22,0,0,0,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions2012.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bomregions2012.html
bomsoi,DAAG,Southern Oscillation Index Data,106,21,0,0,0,0,21,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomsoi.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bomsoi.html
bomsoi2001,DAAG,Southern Oscillation Index Data,102,15,0,0,0,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomsoi2001.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bomsoi2001.html
bostonc,DAAG,Boston Housing Data - Corrected,517,1,0,1,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bostonc.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/bostonc.html
carprice,DAAG,US Car Price Data,48,9,0,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/carprice.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/carprice.html
Cars93.summary,DAAG,A Summary of the Cars93 Data set,6,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Cars93.summary.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/Cars93.summary.html
cerealsugar,DAAG,Percentage of Sugar in Breakfast Cereal,100,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cerealsugar.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cerealsugar.html
cfseal,DAAG,Cape Fur Seal Data,30,11,0,0,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cfseal.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cfseal.html
cities,DAAG,Populations of Major Canadian Cities (1992-96),25,7,0,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cities.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cities.html
codling,DAAG,"Dose-mortality data, for fumigation of codling moth with methyl bromide",99,10,1,1,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/codling.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/codling.html
cottonworkers,DAAG,Occupation and wage profiles of British cotton workers,14,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cottonworkers.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cottonworkers.html
cps1,DAAG,Labour Training Evaluation Data,15992,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cps1.html
cps2,DAAG,Labour Training Evaluation Data,2369,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cps2.html
cps3,DAAG,Labour Training Evaluation Data,429,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps3.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cps3.html
cricketer,DAAG,Lifespans of UK 1st class cricketers born 1840-1960,5960,8,5,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cricketer.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cricketer.html
cuckoohosts,DAAG,Comparison of cuckoo eggs with host eggs,10,12,0,0,0,0,12,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cuckoohosts.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cuckoohosts.html
cuckoos,DAAG,Cuckoo Eggs Data,120,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cuckoos.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/cuckoos.html
dengue,DAAG,"Dengue prevalence, by administrative region",2000,13,1,0,0,0,13,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/dengue.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/dengue.html
dewpoint,DAAG,Dewpoint Data,72,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/dewpoint.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/dewpoint.html
droughts,DAAG,Periods Between Rain Events,2042,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/droughts.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/droughts.html
edcCO2,DAAG,EPICA Dome C Ice Core 800KYr Carbon Dioxide Data,1096,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/edcCO2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/edcCO2.html
edcT,DAAG,EPICA Dome C Ice Core 800KYr Temperature Estimates,5788,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/edcT.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/edcT.html
elastic1,DAAG,Elastic Band Data Replicated,7,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elastic1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/elastic1.html
elastic2,DAAG,Elastic Band Data Replicated Again,9,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elastic2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/elastic2.html
elasticband,DAAG,Elastic Band Data,7,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elasticband.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/elasticband.html
fossilfuel,DAAG,Fossil Fuel Data,5,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fossilfuel.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/fossilfuel.html
fossum,DAAG,Female Possum Measurements,43,14,1,0,2,0,12,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fossum.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/fossum.html
frogs,DAAG,Frogs Data,212,10,1,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/frogs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/frogs.html
frostedflakes,DAAG,Frosted Flakes data,100,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/frostedflakes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/frostedflakes.html
fruitohms,DAAG,Electrical Resistance of Kiwi Fruit,128,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fruitohms.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/fruitohms.html
gaba,DAAG,Effect of pentazocine on post-operative pain (average VAS scores),9,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/gaba.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/gaba.html
geophones,DAAG,Seismic Timing Data,56,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/geophones.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/geophones.html
greatLakes,DAAG,Yearly averages of Great Lake heights: 1918 - 2009,92,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/greatLakes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/greatLakes.html
grog,DAAG,Alcohol consumption in Australia and New Zealand,18,5,1,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/grog.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/grog.html
head.injury,DAAG,Minor Head Injury (Simulated) Data,3121,11,11,0,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/head.injury.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/head.injury.html
headInjury,DAAG,Minor Head Injury (Simulated) Data,3121,11,11,0,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/headInjury.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/headInjury.html
hills,DAAG,Scottish Hill Races Data,35,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hills.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/hills.html
hills2000,DAAG,Scottish Hill Races Data - 2000,56,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hills2000.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/hills2000.html
hotspots,DAAG,Hawaian island chain hotspot Potassium-Argon ages,35,6,0,3,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hotspots.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/hotspots.html
hotspots2006,DAAG,Hawaian island chain hotspot Argon-Argon ages,10,6,1,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hotspots2006.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/hotspots2006.html
houseprices,DAAG,Aranda House Prices,15,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/houseprices.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/houseprices.html
humanpower1,DAAG,"Oxygen uptake versus mechanical power, for humans",28,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/humanpower1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/humanpower1.html
humanpower2,DAAG,"Oxygen uptake versus mechanical power, for humans",26,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/humanpower2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/humanpower2.html
hurricNamed,DAAG,Named US Atlantic Hurricanes,94,12,1,2,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hurricNamed.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/hurricNamed.html
intersalt,DAAG,Blood pressure versus Salt; inter-population data,52,4,0,1,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/intersalt.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/intersalt.html
ironslag,DAAG,Iron Content Measurements,53,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ironslag.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/ironslag.html
jobs,DAAG,Canadian Labour Force Summary Data (1995-96),24,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/jobs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/jobs.html
kiwishade,DAAG,Kiwi Shading Data,48,4,0,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/kiwishade.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/kiwishade.html
leafshape,DAAG,Full Leaf Shape Data Set,286,9,1,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leafshape.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/leafshape.html
leafshape17,DAAG,Subset of Leaf Shape Data Set,61,8,1,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leafshape17.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/leafshape17.html
leaftemp,DAAG,Leaf and Air Temperature Data,62,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leaftemp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/leaftemp.html
leaftemp.all,DAAG,Full Leaf and Air Temperature Data Set,62,9,0,0,3,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leaftemp.all.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/leaftemp.all.html
litters,DAAG,Mouse Litters,20,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/litters.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/litters.html
Lottario,DAAG,Ontario Lottery Data,39,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Lottario.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/Lottario.html
lung,DAAG,Cape Fur Seal Lung Measurements,30,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/lung.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/lung.html
Manitoba.lakes,DAAG,The Nine Largest Lakes in Manitoba,9,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Manitoba.lakes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/Manitoba.lakes.html
measles,DAAG,Deaths in London from measles,311,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/measles.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/measles.html
medExpenses,DAAG,Family Medical Expenses,33,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/medExpenses.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/medExpenses.html
mifem,DAAG,Mortality Outcomes for Females Suffering Myocardial Infarction,1295,10,1,0,8,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/mifem.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/mifem.html
mignonette,DAAG,Darwin's Wild Mignonette Data,24,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/mignonette.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/mignonette.html
milk,DAAG,Milk Sweetness Study,17,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/milk.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/milk.html
modelcars,DAAG,Model Car Data,12,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/modelcars.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/modelcars.html
monica,DAAG,WHO Monica Data,6367,12,3,0,10,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/monica.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/monica.html
moths,DAAG,Moths Data,41,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/moths.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/moths.html
nassCDS,DAAG,Airbag and other influences on accident fatalities,26217,15,7,3,5,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nassCDS.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/nassCDS.html
nasshead,DAAG,Documentation of names of columns in nass9702cor,56,3,0,3,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nasshead.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/nasshead.html
nihills,DAAG,Record times for Northern Ireland mountain running events,23,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nihills.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/nihills.html
nsw74demo,DAAG,Labour Training Evaluation Data,445,10,5,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nsw74demo.csv,https://vincentarelbundock.github.io/Rdatasets/doc/DAAG/nsw74demo.html
